seq,robot_id,source_timestamp_ns,adapter_receive_time_ns,adapter_publish_time_ns,adapter_publish_monotonic_ns,source_to_receive_ms,receive_to_publish_ms,publish_period_ms,x,y,z,yaw_rad,v_linear_x,v_linear_y,v_linear_z,v_angular_x,v_angular_y,v_angular_z
19,go2_001,37655000000,1776853826315196732,1776853826334515385,31040006098047,1776853788660.197,19.319,50.114,-0.010294,-0.009985,0.000000,0.305937,0.076274,0.001669,0.000000,0.000000,0.000000,0.148460
20,go2_001,37715000000,1776853826380155923,1776853826384388546,31040055970929,1776853788665.156,4.233,49.873,-0.007497,-0.008768,0.000000,0.335162,0.072748,0.001638,0.000000,0.000000,0.000000,0.483233
21,go2_001,37775000000,1776853826422009701,1776853826434385116,31040105967542,1776853788647.010,12.375,49.997,-0.002046,-0.003791,0.000000,0.344709,0.077812,0.008513,0.000000,0.000000,0.000000,0.148981
22,go2_001,37815000000,1776853826474315408,1776853826484362177,31040155944561,1776853788659.315,10.047,49.977,0.007253,-0.001016,0.000000,0.342984,0.093256,0.007971,0.000000,0.000000,0.000000,0.018030
23,go2_001,37855000000,1776853826505109138,1776853826534452715,31040206035216,1776853788650.109,29.344,50.091,0.009214,0.001851,0.000000,0.349248,0.091054,0.011898,0.000000,0.000000,0.000000,0.207861
24,go2_001,37890000000,1776853826546458265,1776853826584437904,31040256020348,1776853788656.458,37.980,49.985,0.008554,0.001809,0.000000,0.362594,0.082272,0.010878,0.000000,0.000000,0.000000,0.290910
25,go2_001,37950000000,1776853826607955207,1776853826634407867,31040305990462,1776853788657.955,26.453,49.970,0.008188,0.002053,0.000000,0.414603,0.070372,0.009516,0.000000,0.000000,0.000000,0.909008
26,go2_001,38010000000,1776853826681004349,1776853826684350174,31040355932707,1776853788671.004,3.346,49.942,0.012132,0.001416,0.000000,0.493514,0.067980,0.002724,0.000000,0.000000,0.000000,1.028670
27,go2_001,38070000000,1776853826721757614,1776853826734571856,31040406154338,1776853788651.758,12.814,50.222,0.014922,-0.004356,0.000000,0.524296,0.059422,-0.013558,0.000000,0.000000,0.000000,0.759473
28,go2_001,38125000000,1776853826784371699,1776853826784649141,31040456231526,1776853788659.372,0.277,50.077,0.015643,-0.003567,0.000000,0.547219,0.053218,-0.012202,0.000000,0.000000,0.000000,0.308052
29,go2_001,38165000000,1776853826826140389,1776853826834602486,31040506185137,1776853788661.140,8.462,49.953,0.015494,-0.003322,0.000000,0.558387,0.047476,-0.011291,0.000000,0.000000,0.000000,0.310289
30,go2_001,38205000000,1776853826866706720,1776853826884426573,31040556009176,1776853788661.707,17.720,49.824,0.015357,-0.003107,0.000000,0.584948,0.042189,-0.010444,0.000000,0.000000,0.000000,0.471295
31,go2_001,38265000000,1776853826928921919,1776853826934460922,31040606043298,1776853788663.922,5.539,50.034,0.023855,0.002311,0.000000,0.598930,0.058171,-0.007910,0.000000,0.000000,0.000000,0.241428
32,go2_001,38305000000,1776853826970290872,1776853826984363154,31040655945443,1776853788665.291,14.072,49.902,0.030849,0.006818,0.000000,0.600108,0.071759,-0.006507,0.000000,0.000000,0.000000,0.099106
33,go2_001,38365000000,1776853827021759974,1776853827034607546,31040706190151,1776853788656.760,12.848,50.244,0.034409,0.008196,0.000000,0.626247,0.069916,-0.007917,0.000000,0.000000,0.000000,0.480766
34,go2_001,38425000000,1776853827083643381,1776853827084281566,31040755863964,1776853788658.644,0.638,49.674,0.034054,0.008432,0.000000,0.664526,0.059511,-0.007027,0.000000,0.000000,0.000000,0.666138
35,go2_001,38445000000,1776853827104235622,1776853827134548080,31040806130834,1776853788659.236,30.312,50.267,0.033939,0.008512,0.000000,0.684907,0.056322,-0.006752,0.000000,0.000000,0.000000,0.861822
36,go2_001,38505000000,1776853827176247940,1776853827184402965,31040855985469,1776853788671.248,8.155,49.855,0.041201,0.012534,0.000000,0.740603,0.067213,-0.008838,0.000000,0.000000,0.000000,0.891911
37,go2_001,38565000000,1776853827227571556,1776853827234376538,31040905958901,1776853788662.572,6.805,49.974,0.053464,0.022656,0.000000,0.791207,0.093627,-0.006408,0.000000,0.000000,0.000000,0.726587
38,go2_001,38605000000,1776853827270458879,1776853827284363888,31040955946343,1776853788665.459,13.905,49.987,0.055785,0.027695,0.000000,0.806465,0.096392,-0.001144,0.000000,0.000000,0.000000,0.481759
39,go2_001,38665000000,1776853827333312926,1776853827334296829,31041005879041,1776853788668.313,0.984,49.933,0.053191,0.027496,0.000000,0.842942,0.078747,0.000618,0.000000,0.000000,0.000000,0.524148
40,go2_001,38705000000,1776853827364525921,1776853827384379663,31041055962082,1776853788659.526,19.854,50.083,0.052754,0.027679,0.000000,0.861762,0.070928,0.000558,0.000000,0.000000,0.000000,0.509921
41,go2_001,38760000000,1776853827426437196,1776853827434361807,31041105944214,1776853788666.437,7.925,49.982,0.057755,0.034265,0.000000,0.874254,0.080958,0.002874,0.000000,0.000000,0.000000,0.206244
42,go2_001,38800000000,1776853827467747244,1776853827484464436,31041156047028,1776853788667.747,16.717,50.103,0.063676,0.039065,0.000000,0.875647,0.091367,0.000349,0.000000,0.000000,0.000000,0.155776
43,go2_001,38860000000,1776853827531113313,1776853827534415091,31041205997617,1776853788671.113,3.302,49.951,0.063105,0.039223,0.000000,0.897705,0.078494,0.000292,0.000000,0.000000,0.000000,0.425569
44,go2_001,38900000000,1776853827573568774,1776853827584415626,31041255998117,1776853788673.569,10.847,50.001,0.062766,0.039304,0.000000,0.925260,0.070746,0.000258,0.000000,0.000000,0.000000,0.638977
45,go2_001,38940000000,1776853827616708389,1776853827634472415,31041306055442,1776853788676.708,17.764,50.057,0.062437,0.039385,0.000000,0.957940,0.063613,0.000226,0.000000,0.000000,0.000000,0.761146
46,go2_001,39000000000,1776853827678488806,1776853827684757646,31041356340110,1776853788678.489,6.269,50.285,0.065366,0.047509,0.000000,1.040837,0.073158,0.005968,0.000000,0.000000,0.000000,1.149904
47,go2_001,39055000000,1776853827730203314,1776853827734494912,31041406077206,1776853788675.203,4.292,49.737,0.075022,0.060843,0.000000,1.089885,0.101904,0.005920,0.000000,0.000000,0.000000,0.958185
48,go2_001,39095000000,1776853827771529250,1776853827784408237,31041455990775,1776853788676.529,12.879,49.913,0.077600,0.061017,0.000000,1.107307,0.097034,-0.000732,0.000000,0.000000,0.000000,0.624519
49,go2_001,39160000000,1776853827833243684,1776853827834288814,31041505871616,1776853788673.244,1.045,49.881,0.076854,0.061651,0.000000,1.129559,0.083482,-0.000672,0.000000,0.000000,0.000000,0.291653
50,go2_001,39200000000,1776853827874516506,1776853827884588259,31041556170878,1776853788674.517,10.072,50.299,0.076326,0.061728,0.000000,1.147345,0.075256,-0.000633,0.000000,0.000000,0.000000,0.494369
51,go2_001,39240000000,1776853827915658399,1776853827934657434,31041606240343,1776853788675.658,18.999,50.069,0.080494,0.068505,0.000000,1.156238,0.086687,-0.001456,0.000000,0.000000,0.000000,0.218035
52,go2_001,39295000000,1776853827978122089,1776853827984543847,31041656126704,1776853788683.122,6.422,49.886,0.083152,0.081967,0.000000,1.151068,0.106168,0.007966,0.000000,0.000000,0.000000,-0.101866
53,go2_001,39335000000,1776853828018797185,1776853828034401968,31041705984488,1776853788683.797,15.605,49.858,0.084380,0.086893,0.000000,1.156631,0.108108,0.009672,0.000000,0.000000,0.000000,0.269502
54,go2_001,39415000000,1776853828081916943,1776853828084314057,31041755896470,1776853788666.917,2.397,49.912,0.083527,0.086738,0.000000,1.206627,0.088636,0.008152,0.000000,0.000000,0.000000,0.622360
55,go2_001,39455000000,1776853828134043262,1776853828134268103,31041805850418,1776853788679.043,0.225,49.954,0.086874,0.091700,0.000000,1.243109,0.094728,0.004739,0.000000,0.000000,0.000000,1.055530
56,go2_001,39495000000,1776853828177811348,1776853828184394736,31041855977529,1776853788682.811,6.583,50.127,0.089792,0.099987,0.000000,1.296286,0.106687,0.005254,0.000000,0.000000,0.000000,1.292649
57,go2_001,39550000000,1776853828227440681,1776853828234623543,31041906206176,1776853788677.441,7.183,50.229,0.094864,0.113701,0.000000,1.348560,0.127726,0.004342,0.000000,0.000000,0.000000,0.950131
58,go2_001,39590000000,1776853828280062013,1776853828284685318,31041956267837,1776853788690.062,4.623,50.062,0.091936,0.116321,0.000000,1.375657,0.119847,0.010829,0.000000,0.000000,0.000000,0.513345
59,go2_001,39630000000,1776853828320489933,1776853828334422261,31042006005169,1776853788690.490,13.932,49.737,0.091126,0.116233,0.000000,1.391346,0.108756,0.009937,0.000000,0.000000,0.000000,0.377869
60,go2_001,39710000000,1776853828382879010,1776853828384314358,31042055896967,1776853788672.879,1.435,49.892,0.091219,0.120854,0.000000,1.406682,0.101088,0.008726,0.000000,0.000000,0.000000,0.182753
61,go2_001,39755000000,1776853828423520080,1776853828434503977,31042106086603,1776853788668.520,10.984,50.190,0.090531,0.130067,0.000000,1.404682,0.111371,0.014308,0.000000,0.000000,0.000000,-0.011664
62,go2_001,39790000000,1776853828466936927,1776853828484493576,31042156076191,1776853788676.937,17.557,49.990,0.091589,0.142033,0.000000,1.401232,0.130423,0.017265,0.000000,0.000000,0.000000,-0.028253
63,go2_001,39830000000,1776853828518640839,1776853828534677235,31042206259653,1776853788688.641,16.036,50.184,0.092895,0.146848,0.000000,1.420680,0.130713,0.014822,0.000000,0.000000,0.000000,0.448083
64,go2_001,39890000000,1776853828561515856,1776853828585733672,31042257316058,1776853788671.516,24.218,51.056,0.091546,0.149363,0.000000,1.454482,0.118873,0.015866,0.000000,0.000000,0.000000,0.561859
65,go2_001,39920000000,1776853828616278122,1776853828634369799,31042305952120,1776853788696.278,18.092,48.636,0.091169,0.148009,0.000000,1.467204,0.107719,0.014496,0.000000,0.000000,0.000000,0.847862
66,go2_001,39995000000,1776853828681620147,1776853828684370303,31042355952685,1776853788686.620,2.750,50.001,0.092999,0.150761,0.000000,1.575703,0.097400,0.006844,0.000000,0.000000,0.000000,1.207789
67,go2_001,40040000000,1776853828733667902,1776853828734352268,31042405934458,1776853788693.668,0.684,49.982,0.094128,0.161821,0.000000,1.616448,0.113571,0.005749,0.000000,0.000000,0.000000,0.993051
68,go2_001,40080000000,1776853828775983981,1776853828784508415,31042456090947,1776853788695.984,8.524,50.156,0.091777,0.173575,0.000000,1.644204,0.130256,0.012090,0.000000,0.000000,0.000000,0.724712
69,go2_001,40115000000,1776853828819249225,1776853828834403935,31042505986417,1776853788704.249,15.155,49.896,0.087029,0.172318,0.000000,1.654347,0.116584,0.020189,0.000000,0.000000,0.000000,0.367338
70,go2_001,40175000000,1776853828880540404,1776853828884356745,31042555939130,1776853788705.540,3.816,49.953,0.086058,0.171867,0.000000,1.670781,0.100520,0.017719,0.000000,0.000000,0.000000,0.260705
71,go2_001,40220000000,1776853828913340019,1776853828934522937,31042606105353,1776853788693.340,21.183,50.166,0.085442,0.172039,0.000000,1.673969,0.090815,0.016249,0.000000,0.000000,0.000000,0.085911
72,go2_001,40275000000,1776853828977216419,1776853828984464850,31042656047425,1776853788702.217,7.248,49.942,0.089655,0.167302,0.000000,1.670198,0.067911,0.003437,0.000000,0.000000,0.000000,-0.128264
73,go2_001,40315000000,1776853829019583348,1776853829034368915,31042705951283,1776853788704.583,14.786,49.904,0.090728,0.176443,0.000000,1.674026,0.082659,-0.000382,0.000000,0.000000,0.000000,0.125524
74,go2_001,40390000000,1776853829084212044,1776853829084451558,31042756034129,1776853788694.212,0.240,50.083,0.090556,0.186311,0.000000,1.701375,0.089572,-0.001779,0.000000,0.000000,0.000000,0.539121
75,go2_001,40430000000,1776853829125686680,1776853829134699959,31042806283123,1776853788695.687,9.013,50.248,0.090296,0.186139,0.000000,1.738645,0.080787,-0.001725,0.000000,0.000000,0.000000,0.897361
76,go2_001,40465000000,1776853829177814641,1776853829184851568,31042856434826,1776853788712.815,7.037,50.152,0.087387,0.190588,0.000000,1.780610,0.085191,0.003634,0.000000,0.000000,0.000000,0.971090
77,go2_001,40500000000,1776853829220221747,1776853829234417476,31042906008379,1776853788720.222,14.196,49.566,0.093733,0.188235,0.000000,1.821773,0.070989,-0.011856,0.000000,0.000000,0.000000,1.186703
78,go2_001,40560000000,1776853829274142579,1776853829284720256,31042956303015,1776853788714.143,10.578,50.303,0.099813,0.187250,0.000000,1.887317,0.056721,-0.025491,0.000000,0.000000,0.000000,0.972329
79,go2_001,40595000000,1776853829317802106,1776853829335081944,31043006664874,1776853788722.802,17.280,50.362,0.100337,0.190099,0.000000,1.909798,0.057570,-0.026900,0.000000,0.000000,0.000000,0.505144
80,go2_001,40640000000,1776853829369829106,1776853829386579322,31043058162050,1776853788729.829,16.750,51.497,0.099672,0.189312,0.000000,1.917840,0.048914,-0.023757,0.000000,0.000000,0.000000,0.242903
81,go2_001,40700000000,1776853829432220915,1776853829434466697,31043106049204,1776853788732.221,2.246,47.887,0.099253,0.189410,0.000000,1.934896,0.041059,-0.021175,0.000000,0.000000,0.000000,0.386082
82,go2_001,40735000000,1776853829484361981,1776853829484799415,31043156381964,1776853788749.362,0.437,50.333,0.097730,0.195928,0.000000,1.947962,0.052508,-0.020482,0.000000,0.000000,0.000000,0.350263
83,go2_001,40790000000,1776853829526522613,1776853829534429541,31043206012795,1776853788736.522,7.907,49.630,0.093247,0.205099,0.000000,1.944355,0.068062,-0.014722,0.000000,0.000000,0.000000,-0.023855
84,go2_001,40830000000,1776853829569613001,1776853829584679291,31043256262009,1776853788739.613,15.066,50.250,0.091734,0.211758,0.000000,1.948996,0.077405,-0.015260,0.000000,0.000000,0.000000,0.162190
85,go2_001,40885000000,1776853829632321703,1776853829635961413,31043307543958,1776853788747.322,3.640,51.282,0.091447,0.211352,0.000000,1.978901,0.066405,-0.013522,0.000000,0.000000,0.000000,0.478792
86,go2_001,40925000000,1776853829665880542,1776853829684591025,31043356173752,1776853788740.881,18.710,48.630,0.091223,0.211314,0.000000,2.009026,0.059750,-0.012492,0.000000,0.000000,0.000000,0.690829
87,go2_001,40960000000,1776853829710326290,1776853829736670711,31043408253348,1776853788750.326,26.344,52.080,0.090647,0.211632,0.000000,2.037019,0.055466,-0.011061,0.000000,0.000000,0.000000,0.924712
88,go2_001,41015000000,1776853829764186537,1776853829784489994,31043456072551,1776853788749.187,20.303,47.819,0.087999,0.221039,0.000000,2.110071,0.070391,-0.013221,0.000000,0.000000,0.000000,1.075917
89,go2_001,41070000000,1776853829826417637,1776853829834553510,31043506136123,1776853788756.417,8.136,50.064,0.089412,0.226698,0.000000,2.140399,0.071175,-0.021401,0.000000,0.000000,0.000000,0.760365
90,go2_001,41090000000,1776853829868850215,1776853829884403460,31043555985998,1776853788778.850,15.553,49.850,0.088802,0.226661,0.000000,2.154473,0.068006,-0.019678,0.000000,0.000000,0.000000,0.522011
91,go2_001,41125000000,1776853829889610142,1776853829935187748,31043606770346,1776853788764.610,45.578,50.784,0.088502,0.226270,0.000000,2.174053,0.061283,-0.018098,0.000000,0.000000,0.000000,0.378463
92,go2_001,41195000000,1776853829965534159,1776853829984594261,31043656177029,1776853788770.534,19.060,49.407,0.088019,0.225638,0.000000,2.218567,0.049551,-0.015341,0.000000,0.000000,0.000000,0.686206
93,go2_001,41250000000,1776853830028619198,1776853830034485708,31043706068381,1776853788778.619,5.867,49.891,0.083632,0.233592,0.000000,2.247453,0.063247,-0.014877,0.000000,0.000000,0.000000,0.462965
94,go2_001,41310000000,1776853830081245202,1776853830086743078,31043758325800,1776853788771.245,5.498,52.257,0.074362,0.242846,0.000000,2.254286,0.083536,-0.007311,0.000000,0.000000,0.000000,0.255092
95,go2_001,41330000000,1776853830113352347,1776853830134409480,31043805992029,1776853788783.352,21.057,47.666,0.073624,0.241995,0.000000,2.254124,0.078668,-0.004788,0.000000,0.000000,0.000000,0.255532
96,go2_001,41385000000,1776853830168006679,1776853830185309342,31043856891891,1776853788783.007,17.303,50.900,0.073411,0.241458,0.000000,2.286926,0.067598,-0.004168,0.000000,0.000000,0.000000,0.414286
97,go2_001,41440000000,1776853830230503449,1776853830234630949,31043906214314,1776853788790.503,4.128,49.322,0.073255,0.241012,0.000000,2.317993,0.057847,-0.003620,0.000000,0.000000,0.000000,0.719199
98,go2_001,41480000000,1776853830271951891,1776853830284376716,31043955959619,1776853788791.952,12.425,49.746,0.066953,0.247288,0.000000,2.358944,0.072945,-0.000732,0.000000,0.000000,0.000000,0.988064
99,go2_001,41545000000,1776853830334397252,1776853830334630406,31044006212852,1776853788789.397,0.233,50.254,0.059869,0.260276,0.000000,2.417069,0.095731,-0.008082,0.000000,0.000000,0.000000,0.847653
100,go2_001,41575000000,1776853830379064541,1776853830385466824,31044057049550,1776853788804.064,6.402,50.836,0.049429,0.264062,0.000000,2.431086,0.112190,0.004780,0.000000,0.000000,0.000000,0.515729
101,go2_001,41615000000,1776853830429702073,1776853830434503799,31044106086309,1776853788814.702,4.802,49.037,0.048107,0.259419,0.000000,2.449513,0.096086,0.012549,0.000000,0.000000,0.000000,0.405974
102,go2_001,41670000000,1776853830471389664,1776853830484394837,31044155977213,1776853788801.390,13.005,49.891,0.048069,0.258545,0.000000,2.474518,0.082915,0.011160,0.000000,0.000000,0.000000,0.433636
103,go2_001,41725000000,1776853830524041680,1776853830534556164,31044206138805,1776853788799.042,10.514,50.161,0.044471,0.261276,0.000000,2.489181,0.083484,0.010153,0.000000,0.000000,0.000000,0.248032
104,go2_001,41760000000,1776853830577531268,1776853830584536403,31044256119406,1776853788817.531,7.005,49.980,0.038799,0.263324,0.000000,2.497097,0.089925,0.014593,0.000000,0.000000,0.000000,0.167542
105,go2_001,41805000000,1776853830608876381,1776853830634592058,31044306174834,1776853788803.876,25.716,50.056,0.031818,0.267832,0.000000,2.502547,0.100143,0.015680,0.000000,0.000000,0.000000,0.151277
106,go2_001,41840000000,1776853830653423599,1776853830685161592,31044356744435,1776853788813.424,31.738,50.570,0.025461,0.273012,0.000000,2.517413,0.111632,0.014846,0.000000,0.000000,0.000000,0.420401
107,go2_001,41895000000,1776853830713568601,1776853830734370660,31044405953199,1776853788818.569,20.802,49.209,0.025665,0.272216,0.000000,2.558866,0.096600,0.013144,0.000000,0.000000,0.000000,0.792811
108,go2_001,41960000000,1776853830778403888,1776853830784453136,31044456035754,1776853788818.404,6.049,50.082,0.025050,0.271827,0.000000,2.615103,0.083196,0.011669,0.000000,0.000000,0.000000,0.897674
109,go2_001,42020000000,1776853830830663777,1776853830834332269,31044505914660,1776853788810.664,3.668,49.879,0.017439,0.277535,0.000000,2.669536,0.094341,0.008497,0.000000,0.000000,0.000000,0.947226
110,go2_001,42060000000,1776853830872021966,1776853830884366023,31044555948378,1776853788812.022,12.344,50.034,0.006551,0.285252,0.000000,2.704096,0.117454,0.006366,0.000000,0.000000,0.000000,0.875846
111,go2_001,42120000000,1776853830933636700,1776853830934309060,31044605891273,1776853788813.637,0.672,49.943,-0.001905,0.283741,0.000000,2.738302,0.116423,0.016736,0.000000,0.000000,0.000000,0.524430
112,go2_001,42160000000,1776853830975218288,1776853830984904292,31044656487194,1776853788815.218,9.686,50.595,-0.001951,0.283007,0.000000,2.758764,0.105555,0.015388,0.000000,0.000000,0.000000,0.452466
113,go2_001,42200000000,1776853831017120866,1776853831034526992,31044706109534,1776853788817.121,17.406,49.623,-0.001965,0.282347,0.000000,2.777366,0.095531,0.014139,0.000000,0.000000,0.000000,0.368516
114,go2_001,42260000000,1776853831069636901,1776853831084604109,31044756186829,1776853788809.637,14.967,50.077,0.002462,0.282837,0.000000,2.784401,0.073415,0.004945,0.000000,0.000000,0.000000,0.078314
115,go2_001,42320000000,1776853831132405375,1776853831134361806,31044805944297,1776853788812.405,1.956,49.758,-0.010840,0.290365,0.000000,2.785255,0.098425,0.001268,0.000000,0.000000,0.000000,0.033141
116,go2_001,42360000000,1776853831173334830,1776853831184493463,31044856076693,1776853788813.335,11.159,50.132,-0.010778,0.289957,0.000000,2.797657,0.088930,0.001137,0.000000,0.000000,0.000000,0.297144
117,go2_001,42400000000,1776853831214286132,1776853831234432539,31044906015060,1776853788814.286,20.146,49.939,-0.010709,0.289589,0.000000,2.825388,0.080192,0.001017,0.000000,0.000000,0.000000,0.640398
118,go2_001,42460000000,1776853831265978328,1776853831284412625,31044955995143,1776853788805.978,18.434,49.980,-0.013895,0.288235,0.000000,2.875747,0.074866,0.005624,0.000000,0.000000,0.000000,0.920702
119,go2_001,42520000000,1776853831327538702,1776853831334330517,31045005912694,1776853788807.539,6.792,49.918,-0.009992,0.294767,0.000000,2.958236,0.061355,-0.013592,0.000000,0.000000,0.000000,1.341986
120,go2_001,42560000000,1776853831368609674,1776853831384357804,31045055940110,1776853788808.610,15.748,50.027,-0.007129,0.297507,0.000000,3.006201,0.050887,-0.021744,0.000000,0.000000,0.000000,1.041505
121,go2_001,42620000000,1776853831430437611,1776853831434335974,31045105918413,1776853788810.438,3.898,49.978,-0.007792,0.297792,0.000000,3.031452,0.044130,-0.020725,0.000000,0.000000,0.000000,0.372067
122,go2_001,42660000000,1776853831471415681,1776853831484406375,31045155989079,1776853788811.416,12.991,50.070,-0.007899,0.297459,0.000000,3.038960,0.039034,-0.019061,0.000000,0.000000,0.000000,0.212059
123,go2_001,42720000000,1776853831533011181,1776853831534258371,31045205840745,1776853788813.011,1.247,49.852,-0.009539,0.297721,0.000000,3.048359,0.036074,-0.017470,0.000000,0.000000,0.000000,0.124269
124,go2_001,42760000000,1776853831574064668,1776853831584398663,31045255981045,1776853788814.065,10.334,50.140,-0.015858,0.297463,0.000000,3.041909,0.046000,-0.012771,0.000000,0.000000,0.000000,-0.144219
125,go2_001,42800000000,1776853831615217784,1776853831634376681,31045305959403,1776853788815.218,19.159,49.978,-0.026363,0.295948,0.000000,3.031567,0.064245,-0.004003,0.000000,0.000000,0.000000,-0.200025
126,go2_001,42860000000,1776853831666759567,1776853831684379696,31045355962040,1776853788806.760,17.620,50.003,-0.022872,0.297562,0.000000,3.047406,0.048083,-0.008980,0.000000,0.000000,0.000000,0.385179
127,go2_001,42920000000,1776853831728249836,1776853831734336351,31045405918544,1776853788808.250,6.087,49.957,-0.022767,0.297284,0.000000,3.103204,0.040244,-0.007881,0.000000,0.000000,0.000000,0.841439
128,go2_001,42960000000,1776853831769299030,1776853831784379006,31045455961406,1776853788809.299,15.080,50.043,-0.023287,0.297003,0.000000,3.136854,0.036875,-0.006837,0.000000,0.000000,0.000000,0.862385
129,go2_001,43020000000,1776853831830988726,1776853831834320349,31045505902550,1776853788810.989,3.332,49.941,-0.035118,0.298741,0.000000,-3.078213,0.058039,-0.008138,0.000000,0.000000,0.000000,1.076394
130,go2_001,43060000000,1776853831872633351,1776853831884390368,31045555972754,1776853788812.633,11.757,50.070,-0.034410,0.302785,0.000000,-3.043793,0.051293,-0.017713,0.000000,0.000000,0.000000,0.838564
131,go2_001,43120000000,1776853831933965732,1776853831934254932,31045605837152,1776853788813.966,0.289,49.865,-0.034354,0.302678,0.000000,-3.022643,0.043185,-0.016492,0.000000,0.000000,0.000000,0.366355
132,go2_001,43160000000,1776853831975005782,1776853831984389571,31045655972091,1776853788815.006,9.384,50.135,-0.034324,0.302384,0.000000,-3.006153,0.038316,-0.015117,0.000000,0.000000,0.000000,0.433789
133,go2_001,43220000000,1776853832026578362,1776853832034377286,31045705959571,1776853788806.578,7.799,49.988,-0.040287,0.302672,0.000000,-2.980918,0.045562,-0.015029,0.000000,0.000000,0.000000,0.400957
134,go2_001,43260000000,1776853832067604373,1776853832084377197,31045755959561,1776853788807.604,16.773,50.000,-0.042338,0.300152,0.000000,-2.979526,0.045964,-0.008738,0.000000,0.000000,0.000000,0.026487
