seq,robot_id,source_timestamp_ns,adapter_receive_time_ns,adapter_publish_time_ns,adapter_publish_monotonic_ns,source_to_receive_ms,receive_to_publish_ms,publish_period_ms,x,y,z,yaw_rad,v_linear_x,v_linear_y,v_linear_z,v_angular_x,v_angular_y,v_angular_z
15,go2_001,51995000000,1776933178480255024,1776933178497354612,482309732081,1776933126485.255,17.100,49.970,-0.118620,0.288494,0.000000,-1.846995,0.099990,0.003126,0.000000,0.000000,0.000000,0.527221
16,go2_001,52075000000,1776933178542836564,1776933178547413564,482359791568,1776933126467.837,4.577,50.059,-0.117305,0.288588,0.000000,-1.823112,0.081653,0.002501,0.000000,0.000000,0.000000,0.385306
17,go2_001,52115000000,1776933178584418968,1776933178597345457,482409722914,1776933126469.419,12.926,49.932,-0.120030,0.281167,0.000000,-1.819799,0.092546,0.001877,0.000000,0.000000,0.000000,0.092729
18,go2_001,52170000000,1776933178646700163,1776933178647298083,482459675457,1776933126476.700,0.598,49.953,-0.118750,0.267818,0.000000,-1.830088,0.108966,0.013875,0.000000,0.000000,0.000000,-0.178481
19,go2_001,52190000000,1776933178687534386,1776933178697323158,482509700963,1776933126497.534,9.789,50.025,-0.120396,0.263512,0.000000,-1.832877,0.115119,0.012666,0.000000,0.000000,0.000000,-0.096067
20,go2_001,52250000000,1776933178739366405,1776933178747320657,482559698320,1776933126489.366,7.954,49.997,-0.122004,0.267601,0.000000,-1.800056,0.093062,0.003734,0.000000,0.000000,0.000000,0.605191
21,go2_001,52290000000,1776933178780966913,1776933178797439257,482609817465,1776933126490.967,16.472,50.119,-0.121640,0.267739,0.000000,-1.766863,0.084113,0.003359,0.000000,0.000000,0.000000,0.879699
22,go2_001,52370000000,1776933178842979269,1776933178847552941,482659931163,1776933126472.979,4.574,50.114,-0.121262,0.263776,0.000000,-1.708947,0.078023,0.004544,0.000000,0.000000,0.000000,0.982811
23,go2_001,52410000000,1776933178884384325,1776933178897337230,482709714770,1776933126474.384,12.953,49.784,-0.125935,0.261294,0.000000,-1.655677,0.078924,-0.006040,0.000000,0.000000,0.000000,1.280228
24,go2_001,52465000000,1776933178945998421,1776933178947233399,482759610961,1776933126480.998,1.235,49.896,-0.129665,0.262023,0.000000,-1.603104,0.069145,-0.015704,0.000000,0.000000,0.000000,0.707257
25,go2_001,52485000000,1776933178966701965,1776933178997304414,482809681961,1776933126481.702,30.602,50.071,-0.129411,0.262007,0.000000,-1.591388,0.065586,-0.015102,0.000000,0.000000,0.000000,0.441786
26,go2_001,52545000000,1776933179038320479,1776933179047428757,482859806406,1776933126493.321,9.108,50.124,-0.128760,0.261985,0.000000,-1.573006,0.055738,-0.013425,0.000000,0.000000,0.000000,0.352088
27,go2_001,52585000000,1776933179069682144,1776933179097331818,482909709242,1776933126484.682,27.650,49.903,-0.128349,0.260808,0.000000,-1.559203,0.052589,-0.011888,0.000000,0.000000,0.000000,0.316450
28,go2_001,52645000000,1776933179131477155,1776933179147307813,482959685357,1776933126486.477,15.831,49.976,-0.128594,0.250779,0.000000,-1.567388,0.067770,-0.009336,0.000000,0.000000,0.000000,-0.183714
29,go2_001,52705000000,1776933179193137470,1776933179197306326,483009683820,1776933126488.137,4.169,49.999,-0.124759,0.241332,0.000000,-1.572647,0.078380,0.001432,0.000000,0.000000,0.000000,0.083240
30,go2_001,52765000000,1776933179246164679,1776933179247214109,483059591774,1776933126481.165,1.049,49.908,-0.123657,0.241252,0.000000,-1.548353,0.067637,0.002991,0.000000,0.000000,0.000000,0.474571
31,go2_001,52805000000,1776933179287735005,1776933179297336819,483109714321,1776933126482.735,9.602,50.123,-0.123469,0.241414,0.000000,-1.517015,0.060757,0.002715,0.000000,0.000000,0.000000,0.777020
32,go2_001,52840000000,1776933179329728896,1776933179347349681,483159727803,1776933126489.729,17.621,50.013,-0.124575,0.235090,0.000000,-1.477598,0.070669,-0.000259,0.000000,0.000000,0.000000,1.010514
33,go2_001,52905000000,1776933179391289934,1776933179397390186,483209768513,1776933126486.290,6.100,50.041,-0.124133,0.222212,0.000000,-1.406363,0.089540,-0.000714,0.000000,0.000000,0.000000,0.933525
34,go2_001,52945000000,1776933179432374955,1776933179447325124,483259702631,1776933126487.375,14.950,49.935,-0.121542,0.210081,0.000000,-1.378316,0.109775,0.003252,0.000000,0.000000,0.000000,0.581067
35,go2_001,53005000000,1776933179494882522,1776933179497310681,483309688223,1776933126489.883,2.428,49.986,-0.115785,0.213992,0.000000,-1.356760,0.087824,0.014330,0.000000,0.000000,0.000000,0.384284
36,go2_001,53040000000,1776933179535993805,1776933179547299245,483359676744,1776933126495.994,11.305,49.989,-0.115557,0.214723,0.000000,-1.343930,0.079353,0.013121,0.000000,0.000000,0.000000,0.346448
37,go2_001,53080000000,1776933179577097021,1776933179597467617,483409845717,1776933126497.097,20.371,50.168,-0.115237,0.215009,0.000000,-1.332783,0.071564,0.012031,0.000000,0.000000,0.000000,0.261707
38,go2_001,53140000000,1776933179628917196,1776933179647347073,483459724534,1776933126488.917,18.430,49.879,-0.114878,0.215379,0.000000,-1.325009,0.061015,0.010546,0.000000,0.000000,0.000000,0.076164
39,go2_001,53200000000,1776933179690612588,1776933179697307653,483509685093,1776933126490.613,6.695,49.961,-0.112649,0.200904,0.000000,-1.316822,0.086163,0.008112,0.000000,0.000000,0.000000,0.154937
40,go2_001,53240000000,1776933179731899034,1776933179747855205,483560233403,1776933126491.899,15.956,50.548,-0.109291,0.195496,0.000000,-1.307422,0.092256,0.012294,0.000000,0.000000,0.000000,0.311693
41,go2_001,53300000000,1776933179795877191,1776933179797230917,483609608279,1776933126495.877,1.354,49.376,-0.109015,0.195950,0.000000,-1.262876,0.079237,0.010755,0.000000,0.000000,0.000000,0.728049
42,go2_001,53340000000,1776933179837121001,1776933179847330785,483659708297,1776933126497.121,10.210,50.100,-0.108804,0.196249,0.000000,-1.214343,0.071414,0.009828,0.000000,0.000000,0.000000,1.135787
43,go2_001,53400000000,1776933179888584441,1776933179897309020,483709686601,1776933126488.584,8.725,49.978,-0.111534,0.193670,0.000000,-1.153401,0.065171,-0.000343,0.000000,0.000000,0.000000,1.156208
44,go2_001,53440000000,1776933179930313949,1776933179947299491,483759676943,1776933126490.314,16.986,49.990,-0.114076,0.193548,0.000000,-1.119272,0.057524,-0.007036,0.000000,0.000000,0.000000,0.857928
45,go2_001,53500000000,1776933179992083134,1776933179997320512,483809698029,1776933126492.083,5.237,50.021,-0.114349,0.187871,0.000000,-1.086167,0.061036,-0.012010,0.000000,0.000000,0.000000,0.443813
46,go2_001,53540000000,1776933180034057195,1776933180047440671,483859818852,1776933126494.057,13.383,50.120,-0.114018,0.188093,0.000000,-1.077634,0.054686,-0.011100,0.000000,0.000000,0.000000,0.249812
47,go2_001,53595000000,1776933180095476271,1776933180097256728,483909634187,1776933126500.476,1.780,49.816,-0.111348,0.183232,0.000000,-1.060176,0.060218,-0.009311,0.000000,0.000000,0.000000,0.340301
48,go2_001,53635000000,1776933180136668677,1776933180147328657,483959706201,1776933126501.669,10.660,50.072,-0.110160,0.182122,0.000000,-1.053951,0.057776,-0.007800,0.000000,0.000000,0.000000,0.176443
49,go2_001,53675000000,1776933180178419341,1776933180197303829,484009681365,1776933126503.419,18.884,49.975,-0.104953,0.177256,0.000000,-1.054363,0.067283,-0.001238,0.000000,0.000000,0.000000,0.053435
50,go2_001,53715000000,1776933180219411088,1776933180247299484,484059676926,1776933126504.411,27.888,49.996,-0.105918,0.174433,0.000000,-1.044038,0.065564,-0.006605,0.000000,0.000000,0.000000,0.269253
51,go2_001,53775000000,1776933180281463849,1776933180297413706,484109791160,1776933126506.464,15.950,50.114,-0.105681,0.174755,0.000000,-1.009577,0.055788,-0.005881,0.000000,0.000000,0.000000,0.582459
52,go2_001,53835000000,1776933180322479071,1776933180347357046,484159735007,1776933126487.479,24.878,49.943,-0.105461,0.175049,0.000000,-0.968539,0.047185,-0.005237,0.000000,0.000000,0.000000,0.788697
53,go2_001,53890000000,1776933180384944310,1776933180397368384,484209746464,1776933126494.944,12.424,50.011,-0.102304,0.167183,0.000000,-0.911403,0.060082,-0.008145,0.000000,0.000000,0.000000,1.151786
54,go2_001,53950000000,1776933180446103346,1776933180447213240,484259590731,1776933126496.104,1.110,49.845,-0.091755,0.155430,0.000000,-0.851460,0.087006,-0.001612,0.000000,0.000000,0.000000,0.770069
55,go2_001,53990000000,1776933180487043052,1776933180497411582,484309789583,1776933126497.043,10.369,50.198,-0.087159,0.151831,0.000000,-0.830032,0.091831,0.001703,0.000000,0.000000,0.000000,0.556769
56,go2_001,54030000000,1776933180539514973,1776933180547862545,484360240421,1776933126509.515,8.348,50.451,-0.086852,0.152327,0.000000,-0.814171,0.083113,0.001545,0.000000,0.000000,0.000000,0.385444
57,go2_001,54065000000,1776933180570084515,1776933180597605440,484409983426,1776933126505.084,27.521,49.743,-0.086851,0.153047,0.000000,-0.792104,0.075116,0.001400,0.000000,0.000000,0.000000,0.415440
58,go2_001,54120000000,1776933180632004651,1776933180647454247,484459831971,1776933126512.005,15.450,49.849,-0.082329,0.148682,0.000000,-0.779781,0.080198,0.002205,0.000000,0.000000,0.000000,0.225768
59,go2_001,54180000000,1776933180694436796,1776933180697294531,484509671938,1776933126514.437,2.858,49.840,-0.073306,0.142172,0.000000,-0.775239,0.094222,0.007333,0.000000,0.000000,0.000000,0.129157
60,go2_001,54225000000,1776933180737111591,1776933180747328312,484559705831,1776933126512.112,10.217,50.034,-0.070841,0.139019,0.000000,-0.761578,0.094019,0.005406,0.000000,0.000000,0.000000,0.350598
61,go2_001,54260000000,1776933180789750801,1776933180797347134,484609724847,1776933126529.751,7.596,50.019,-0.071053,0.139702,0.000000,-0.731806,0.085144,0.004944,0.000000,0.000000,0.000000,0.645159
62,go2_001,54325000000,1776933180841730216,1776933180847371256,484659748754,1776933126516.730,5.641,50.024,-0.071632,0.141053,0.000000,-0.688348,0.069768,0.004135,0.000000,0.000000,0.000000,0.754033
63,go2_001,54370000000,1776933180883944279,1776933180897841653,484710219614,1776933126513.944,13.897,50.470,-0.069199,0.139073,0.000000,-0.651465,0.069860,0.003687,0.000000,0.000000,0.000000,0.857733
64,go2_001,54425000000,1776933180945694259,1776933180947288470,484759666256,1776933126520.694,1.594,49.447,-0.058175,0.129643,0.000000,-0.594348,0.094615,0.004204,0.000000,0.000000,0.000000,0.980085
65,go2_001,54450000000,1776933180966346581,1776933180997407121,484809785014,1776933126516.347,31.061,50.119,-0.054338,0.128725,0.000000,-0.575043,0.097546,0.007778,0.000000,0.000000,0.000000,0.840167
66,go2_001,54505000000,1776933181028577205,1776933181047356630,484859734163,1776933126523.577,18.779,49.950,-0.055871,0.128750,0.000000,-0.545431,0.083219,0.002910,0.000000,0.000000,0.000000,0.517406
67,go2_001,54565000000,1776933181090323255,1776933181097301132,484909678496,1776933126525.323,6.978,49.945,-0.054908,0.129330,0.000000,-0.519202,0.072941,0.003391,0.000000,0.000000,0.000000,0.469018
68,go2_001,54605000000,1776933181131311028,1776933181147360673,484959738364,1776933126526.311,16.050,50.060,-0.051146,0.127616,0.000000,-0.497281,0.075814,0.004317,0.000000,0.000000,0.000000,0.460002
69,go2_001,54665000000,1776933181193832156,1776933181197393071,485009770882,1776933126528.832,3.561,50.032,-0.038807,0.125301,0.000000,-0.490250,0.092003,0.014795,0.000000,0.000000,0.000000,0.086291
70,go2_001,54725000000,1776933181245528009,1776933181247434081,485059811623,1776933126520.528,1.906,50.041,-0.031594,0.119489,0.000000,-0.477523,0.101053,0.009965,0.000000,0.000000,0.000000,0.362557
71,go2_001,54765000000,1776933181286946246,1776933181297342180,485109719771,1776933126521.946,10.396,49.908,-0.031593,0.119932,0.000000,-0.455547,0.091548,0.009126,0.000000,0.000000,0.000000,0.514550
72,go2_001,54805000000,1776933181328331816,1776933181347353939,485159731563,1776933126523.332,19.022,50.012,-0.031603,0.120347,0.000000,-0.427959,0.082785,0.008350,0.000000,0.000000,0.000000,0.661657
73,go2_001,54845000000,1776933181369544380,1776933181397350522,485209728160,1776933126524.544,27.806,49.997,-0.031616,0.120753,0.000000,-0.393178,0.074711,0.007633,0.000000,0.000000,0.000000,0.819086
74,go2_001,54905000000,1776933181431587292,1776933181447343281,485259720931,1776933126526.587,15.756,49.993,-0.021878,0.115058,0.000000,-0.326337,0.090813,0.004363,0.000000,0.000000,0.000000,1.137328
75,go2_001,54965000000,1776933181494090108,1776933181497275069,485309652535,1776933126529.090,3.185,49.932,-0.003258,0.109825,0.000000,-0.264436,0.122803,0.010235,0.000000,0.000000,0.000000,0.770455
76,go2_001,55000000000,1776933181535233730,1776933181547354201,485359731815,1776933126535.234,12.120,50.079,-0.001865,0.111966,0.000000,-0.248585,0.114523,0.013671,0.000000,0.000000,0.000000,0.409825
77,go2_001,55065000000,1776933181587054260,1776933181597317576,485409695698,1776933126522.054,10.263,49.963,-0.001449,0.113010,0.000000,-0.236077,0.098912,0.011995,0.000000,0.000000,0.000000,0.265428
78,go2_001,55105000000,1776933181629113378,1776933181647324334,485459701886,1776933126524.114,18.211,50.007,-0.001576,0.113589,0.000000,-0.232796,0.089442,0.010964,0.000000,0.000000,0.000000,0.052124
79,go2_001,55160000000,1776933181691169108,1776933181697331949,485509709981,1776933126531.169,6.163,50.008,0.012501,0.112963,0.000000,-0.225146,0.109915,0.018071,0.000000,0.000000,0.000000,0.151778
80,go2_001,55200000000,1776933181731948581,1776933181747336290,485559714378,1776933126531.948,15.388,50.004,0.022395,0.107643,0.000000,-0.213445,0.126329,0.011100,0.000000,0.000000,0.000000,0.329886
81,go2_001,55260000000,1776933181793967596,1776933181797343883,485609721548,1776933126533.968,3.376,50.008,0.022120,0.108418,0.000000,-0.181750,0.109249,0.009684,0.000000,0.000000,0.000000,0.525845
82,go2_001,55300000000,1776933181835133117,1776933181847412203,485659790390,1776933126535.133,12.279,50.068,0.021941,0.108903,0.000000,-0.146013,0.098963,0.008830,0.000000,0.000000,0.000000,0.769098
83,go2_001,55340000000,1776933181877239836,1776933181897332419,485709709975,1776933126537.240,20.093,49.920,0.021770,0.109418,0.000000,-0.099369,0.089484,0.008041,0.000000,0.000000,0.000000,1.021722
84,go2_001,55400000000,1776933181928601422,1776933181947329396,485759707020,1776933126528.601,18.728,49.997,0.020611,0.105998,0.000000,-0.032329,0.076497,-0.003289,0.000000,0.000000,0.000000,1.217023
85,go2_001,55460000000,1776933181990237722,1776933181997350690,485809728239,1776933126530.238,7.113,50.021,0.039601,0.106041,0.000000,0.016849,0.108790,0.003317,0.000000,0.000000,0.000000,0.858922
86,go2_001,55500000000,1776933182031202033,1776933182047350671,485859728226,1776933126531.202,16.149,50.000,0.040431,0.109831,0.000000,0.033363,0.099833,0.010183,0.000000,0.000000,0.000000,0.420847
87,go2_001,55560000000,1776933182092773403,1776933182097340473,485909718148,1776933126532.773,4.567,49.990,0.040027,0.110752,0.000000,0.047047,0.085737,0.008859,0.000000,0.000000,0.000000,0.261708
88,go2_001,55600000000,1776933182133724273,1776933182147331462,485959708924,1776933126533.724,13.607,49.991,0.039781,0.111227,0.000000,0.056321,0.077271,0.008062,0.000000,0.000000,0.000000,0.216398
89,go2_001,55660000000,1776933182195359035,1776933182197288939,486009666400,1776933126535.359,1.930,49.957,0.045810,0.110548,0.000000,0.051409,0.080620,0.005175,0.000000,0.000000,0.000000,-0.060730
90,go2_001,55700000000,1776933182236398060,1776933182247301830,486059679282,1776933126536.398,10.904,50.013,0.056456,0.107764,0.000000,0.057240,0.098183,-0.001517,0.000000,0.000000,0.000000,0.170106
91,go2_001,55740000000,1776933182277393442,1776933182297294294,486109672041,1776933126537.393,19.901,49.992,0.061707,0.107330,0.000000,0.074315,0.101331,-0.002956,0.000000,0.000000,0.000000,0.369875
92,go2_001,55800000000,1776933182328702577,1776933182347296096,486159673605,1776933126528.702,18.594,50.002,0.061309,0.107874,0.000000,0.120209,0.087026,-0.002725,0.000000,0.000000,0.000000,0.827834
93,go2_001,55860000000,1776933182390264760,1776933182397335578,486209713126,1776933126530.265,7.071,50.039,0.064773,0.110098,0.000000,0.175303,0.083620,0.001123,0.000000,0.000000,0.000000,0.982601
94,go2_001,55900000000,1776933182431562862,1776933182447313118,486259690677,1776933126531.563,15.750,49.978,0.061396,0.105181,0.000000,0.218312,0.067452,-0.011053,0.000000,0.000000,0.000000,1.032797
95,go2_001,55960000000,1776933182493127541,1776933182497297731,486309675270,1776933126533.127,4.170,49.985,0.062750,0.100104,0.000000,0.276026,0.059678,-0.022941,0.000000,0.000000,0.000000,0.906950
96,go2_001,56000000000,1776933182534137792,1776933182547344844,486359722536,1776933126534.138,13.207,50.047,0.064605,0.101510,0.000000,0.295616,0.057969,-0.019501,0.000000,0.000000,0.000000,0.534687
97,go2_001,56060000000,1776933182595929880,1776933182597230136,486409607581,1776933126535.930,1.300,49.885,0.064439,0.102103,0.000000,0.319690,0.048834,-0.017260,0.000000,0.000000,0.000000,0.442838
98,go2_001,56100000000,1776933182636770274,1776933182647334799,486459712245,1776933126536.770,10.565,50.105,0.069586,0.103314,0.000000,0.340820,0.055970,-0.016099,0.000000,0.000000,0.000000,0.375037
99,go2_001,56140000000,1776933182677908886,1776933182697299175,486509677071,1776933126537.909,19.390,49.964,0.071134,0.107304,0.000000,0.339406,0.055704,-0.007327,0.000000,0.000000,0.000000,0.033537
100,go2_001,56200000000,1776933182729159239,1776933182747298490,486559676271,1776933126529.159,18.139,49.999,0.085082,0.113427,0.000000,0.339657,0.081415,-0.001313,0.000000,0.000000,0.000000,0.087807
101,go2_001,56260000000,1776933182790777248,1776933182797296377,486609673751,1776933126530.777,6.519,49.998,0.085637,0.114451,0.000000,0.364949,0.072044,-0.000305,0.000000,0.000000,0.000000,0.436647
102,go2_001,56300000000,1776933182832069509,1776933182847314566,486659692117,1776933126532.070,15.245,50.018,0.085362,0.114656,0.000000,0.395000,0.064736,-0.000305,0.000000,0.000000,0.000000,0.726705
103,go2_001,56360000000,1776933182893552904,1776933182897301459,486709678964,1776933126533.553,3.749,49.987,0.086999,0.116005,0.000000,0.455633,0.060180,0.000539,0.000000,0.000000,0.000000,0.997097
104,go2_001,56400000000,1776933182934675892,1776933182947300229,486759677760,1776933126534.676,12.624,49.999,0.096452,0.116113,0.000000,0.494809,0.075138,-0.007180,0.000000,0.000000,0.000000,0.934637
105,go2_001,56460000000,1776933182996300894,1776933182997200524,486809577980,1776933126536.301,0.900,49.900,0.108806,0.126102,0.000000,0.537449,0.099142,0.003477,0.000000,0.000000,0.000000,0.631391
106,go2_001,56500000000,1776933183037369114,1776933183047303627,486859681129,1776933126537.369,9.935,50.103,0.108261,0.126520,0.000000,0.557438,0.089664,0.003177,0.000000,0.000000,0.000000,0.411403
107,go2_001,56560000000,1776933183088597889,1776933183097296563,486909674436,1776933126528.598,8.699,49.993,0.107555,0.127016,0.000000,0.583871,0.076852,0.002771,0.000000,0.000000,0.000000,0.520731
108,go2_001,56600000000,1776933183129735194,1776933183147303845,486959681717,1776933126529.735,17.569,50.007,0.110468,0.128743,0.000000,0.604572,0.077743,0.002213,0.000000,0.000000,0.000000,0.547123
109,go2_001,56660000000,1776933183191331012,1776933183197273455,487009650922,1776933126531.331,5.942,49.970,0.113656,0.137938,0.000000,0.620941,0.083771,0.015703,0.000000,0.000000,0.000000,0.237371
110,go2_001,56700000000,1776933183232715458,1776933183247306908,487059684487,1776933126532.716,14.591,50.033,0.121862,0.142484,0.000000,0.628057,0.098020,0.013569,0.000000,0.000000,0.000000,0.210331
111,go2_001,56760000000,1776933183294315304,1776933183297300920,487109678496,1776933126534.315,2.986,49.994,0.121789,0.143671,0.000000,0.650619,0.086523,0.013044,0.000000,0.000000,0.000000,0.385785
112,go2_001,56800000000,1776933183335356194,1776933183347331338,487159709735,1776933126535.356,11.975,50.030,0.121355,0.143775,0.000000,0.673149,0.078049,0.011954,0.000000,0.000000,0.000000,0.545978
113,go2_001,56860000000,1776933183397045937,1776933183397214742,487209592153,1776933126537.046,0.169,49.883,0.122361,0.145284,0.000000,0.741578,0.071565,0.010983,0.000000,0.000000,0.000000,0.985033
114,go2_001,56900000000,1776933183437880075,1776933183447295317,487259672767,1776933126537.880,9.415,50.081,0.131844,0.149892,0.000000,0.778207,0.089176,0.005359,0.000000,0.000000,0.000000,0.902245
115,go2_001,56960000000,1776933183489151162,1776933183497287316,487309664868,1776933126529.151,8.136,49.992,0.140976,0.162793,0.000000,0.808664,0.111686,0.014225,0.000000,0.000000,0.000000,0.579064
116,go2_001,57000000000,1776933183530145993,1776933183547294486,487359671928,1776933126530.146,17.148,50.007,0.138635,0.164922,0.000000,0.824698,0.100981,0.018765,0.000000,0.000000,0.000000,0.414352
117,go2_001,57060000000,1776933183591955158,1776933183597251086,487409628703,1776933126531.955,5.296,49.957,0.137691,0.165083,0.000000,0.854794,0.086790,0.016454,0.000000,0.000000,0.000000,0.523721
118,go2_001,57100000000,1776933183633024786,1776933183647314726,487459692294,1776933126533.025,14.290,50.064,0.141301,0.168978,0.000000,0.871205,0.091616,0.015296,0.000000,0.000000,0.000000,0.354681
119,go2_001,57160000000,1776933183694412782,1776933183697321669,487509699549,1776933126534.413,2.909,50.007,0.145730,0.179445,0.000000,0.880934,0.103493,0.022476,0.000000,0.000000,0.000000,0.156577
120,go2_001,57200000000,1776933183735465711,1776933183747338300,487559717702,1776933126535.466,11.873,50.017,0.153649,0.185456,0.000000,0.888013,0.117461,0.016781,0.000000,0.000000,0.000000,0.212003
121,go2_001,57260000000,1776933183797242706,1776933183797418962,487609796451,1776933126537.243,0.176,50.081,0.157544,0.188797,0.000000,0.923684,0.113831,0.012334,0.000000,0.000000,0.000000,0.558318
122,go2_001,57300000000,1776933183838405535,1776933183847429517,487659807363,1776933126538.406,9.024,50.011,0.156937,0.188807,0.000000,0.954288,0.103091,0.011250,0.000000,0.000000,0.000000,0.720806
123,go2_001,57360000000,1776933183889864482,1776933183897298811,487709676307,1776933126529.865,7.434,49.869,0.157307,0.190642,0.000000,1.001588,0.093688,0.010425,0.000000,0.000000,0.000000,0.964380
124,go2_001,57400000000,1776933183931325959,1776933183947299385,487759676890,1776933126531.326,15.973,50.001,0.163638,0.197638,0.000000,1.049150,0.107329,0.007421,0.000000,0.000000,0.000000,1.149067
125,go2_001,57460000000,1776933183993099524,1776933183997232030,487809610015,1776933126533.100,4.133,49.933,0.169693,0.212632,0.000000,1.103956,0.128925,0.014514,0.000000,0.000000,0.000000,0.857315
126,go2_001,57500000000,1776933184034246734,1776933184047358492,487859736411,1776933126534.247,13.112,50.126,0.168727,0.212680,0.000000,1.122628,0.116928,0.013246,0.000000,0.000000,0.000000,0.477790
127,go2_001,57560000000,1776933184096218552,1776933184097233733,487909611118,1776933126536.219,1.015,49.875,0.167504,0.212691,0.000000,1.144287,0.100699,0.011526,0.000000,0.000000,0.000000,0.360282
128,go2_001,57600000000,1776933184137129261,1776933184147379401,487959757556,1776933126537.129,10.250,50.146,0.168842,0.215961,0.000000,1.166311,0.100104,0.010619,0.000000,0.000000,0.000000,0.355554
129,go2_001,57660000000,1776933184188351783,1776933184197298099,488009675545,1776933126528.352,8.946,49.919,0.171349,0.227039,0.000000,1.173519,0.111875,0.015581,0.000000,0.000000,0.000000,0.104287
130,go2_001,57700000000,1776933184229313060,1776933184247302006,488059679429,1776933126529.313,17.989,50.004,0.176674,0.235786,0.000000,1.175417,0.125932,0.012276,0.000000,0.000000,0.000000,0.118085
131,go2_001,57760000000,1776933184290924833,1776933184297269905,488109647324,1776933126530.925,6.345,49.968,0.175569,0.237013,0.000000,1.200574,0.111186,0.012534,0.000000,0.000000,0.000000,0.473575
132,go2_001,57800000000,1776933184331806304,1776933184347294077,488159671528,1776933126531.806,15.488,50.024,0.175019,0.236856,0.000000,1.230085,0.100554,0.011405,0.000000,0.000000,0.000000,0.699895
133,go2_001,57860000000,1776933184393455328,1776933184397279551,488209656889,1776933126533.455,3.824,49.985,0.174921,0.238547,0.000000,1.284579,0.090950,0.010250,0.000000,0.000000,0.000000,0.937075
134,go2_001,57900000000,1776933184434593857,1776933184447347140,488259724692,1776933126534.594,12.753,50.068,0.179999,0.247927,0.000000,1.335865,0.107446,0.006106,0.000000,0.000000,0.000000,1.234564
135,go2_001,57960000000,1776933184496451505,1776933184497245049,488309622513,1776933126536.452,0.794,49.898,0.180970,0.263716,0.000000,1.387747,0.127626,0.014165,0.000000,0.000000,0.000000,0.763380
