seq,robot_id,timestamp_ns,publish_time_ns,publish_dt_ms,x,y,yaw_rad,yaw_deg,v_linear,v_angular
238,go2_001,1447665000000,1776178070066554256,49.978,0.112195,-0.167251,1.039723,59.571737,-0.000000,0.006570
239,go2_001,1447725000000,1776178070116569323,50.015,0.112195,-0.167251,1.039388,59.552526,0.000000,-0.010421
240,go2_001,1447765000000,1776178070166582725,50.013,0.112195,-0.167251,1.038726,59.514610,0.000000,-0.022460
241,go2_001,1447825000000,1776178070216526026,49.943,0.112195,-0.167251,1.038561,59.505170,0.000000,-0.017556
242,go2_001,1447865000000,1776178070266622464,50.096,0.112195,-0.167251,1.038776,59.517485,0.000000,-0.011000
243,go2_001,1447925000000,1776178070316527337,49.905,0.112195,-0.167251,1.038942,59.527000,0.000000,-0.011888
244,go2_001,1447985000000,1776178070366463268,49.936,0.112195,-0.167251,1.039448,59.555983,0.000001,-0.003096
245,go2_001,1448025000000,1776178070416807765,50.344,0.112195,-0.167251,1.039490,59.558364,0.000001,-0.005768
246,go2_001,1448065000000,1776178070466556595,49.749,0.112195,-0.167251,1.039418,59.554245,0.000001,-0.008890
247,go2_001,1448125000000,1776178070516582224,50.026,0.112195,-0.167251,1.039643,59.567176,0.000001,-0.000926
248,go2_001,1448165000000,1776178070566548660,49.966,0.112195,-0.167251,1.039231,59.543526,0.000001,-0.010181
249,go2_001,1448225000000,1776178070616524113,49.975,0.112195,-0.167251,1.039058,59.533667,0.000001,-0.006809
250,go2_001,1448285000000,1776178070666483279,49.959,0.112195,-0.167251,1.039594,59.564340,0.000001,0.018087
251,go2_001,1448325000000,1776178070716582830,50.100,0.112195,-0.167251,1.039041,59.532663,0.000001,-0.015448
252,go2_001,1448360000000,1776178070766633764,50.051,0.112195,-0.167251,1.039025,59.531773,0.000001,-0.009663
253,go2_001,1448420000000,1776178070816568332,49.935,0.112195,-0.167251,1.038942,59.526971,0.000001,-0.003589
254,go2_001,1448460000000,1776178070866551575,49.983,0.112195,-0.167251,1.038967,59.528433,0.000001,-0.004649
255,go2_001,1448520000000,1776178070916542261,49.991,0.112195,-0.167251,1.039672,59.568841,0.000001,0.016579
256,go2_001,1448560000000,1776178070966581645,50.039,0.112195,-0.167251,1.039369,59.551432,0.000001,-0.002833
257,go2_001,1448620000000,1776178071016484567,49.903,0.112195,-0.167251,1.039342,59.549931,0.000001,-0.004039
258,go2_001,1448660000000,1776178071066639606,50.155,0.112195,-0.167251,1.039175,59.540330,0.000001,-0.006396
259,go2_001,1448720000000,1776178071116530480,49.891,0.112195,-0.167251,1.039307,59.547909,0.000001,0.000200
260,go2_001,1448760000000,1776178071166584612,50.054,0.112195,-0.167251,1.039013,59.531050,0.000001,-0.015862
261,go2_001,1448820000000,1776178071216585704,50.001,0.112195,-0.167251,1.038837,59.520980,0.000001,-0.008156
262,go2_001,1448860000000,1776178071266584136,49.998,0.112195,-0.167251,1.038933,59.526497,0.000001,-0.006895
263,go2_001,1448920000000,1776178071316509026,49.925,0.112195,-0.167251,1.038733,59.514998,0.000001,-0.006836
264,go2_001,1448960000000,1776178071366553394,50.044,0.112195,-0.167251,1.039041,59.532652,0.000001,0.007754
265,go2_001,1449020000000,1776178071416638665,50.085,0.112195,-0.167251,1.038931,59.526354,0.000001,-0.005561
266,go2_001,1449060000000,1776178071466529120,49.890,0.112195,-0.167251,1.038886,59.523777,0.000001,-0.014808
267,go2_001,1449120000000,1776178071516542845,50.014,0.112195,-0.167251,1.039228,59.543382,0.000001,-0.011768
268,go2_001,1449160000000,1776178071566630733,50.088,0.112195,-0.167251,1.039539,59.561169,0.000001,0.004383
269,go2_001,1449220000000,1776178071616687951,50.057,0.112195,-0.167251,1.039157,59.539325,0.000001,0.001928
270,go2_001,1449260000000,1776178071666565960,49.878,0.112195,-0.167251,1.038438,59.498094,0.000001,-0.025677
271,go2_001,1449320000000,1776178071716561846,49.996,0.112195,-0.167251,1.038973,59.528773,0.000001,-0.001786
272,go2_001,1449360000000,1776178071766760971,50.199,0.112195,-0.167251,1.039056,59.533509,0.000001,-0.003789
273,go2_001,1449420000000,1776178071816531395,49.770,0.112195,-0.167251,1.039031,59.532082,0.000001,-0.004279
274,go2_001,1449460000000,1776178071866567807,50.036,0.112195,-0.167251,1.038882,59.523555,0.000001,-0.013495
275,go2_001,1449520000000,1776178071916486251,49.918,0.112195,-0.167251,1.039102,59.536144,0.000001,-0.008670
276,go2_001,1449560000000,1776178071966569546,50.083,0.112195,-0.167251,1.039002,59.530412,0.000001,-0.003865
277,go2_001,1449620000000,1776178072016560471,49.991,0.112195,-0.167251,1.038691,59.512617,0.000001,-0.011920
278,go2_001,1449660000000,1776178072066620209,50.060,0.112195,-0.167251,1.038160,59.482210,0.000001,-0.031107
279,go2_001,1449720000000,1776178072116689507,50.069,0.112196,-0.167250,1.038693,59.512745,0.000004,-0.013948
280,go2_001,1449760000000,1776178072166608406,49.919,0.112196,-0.167250,1.039326,59.548995,0.000003,0.009884
281,go2_001,1449800000000,1776178072216644144,50.036,0.112196,-0.167250,1.038918,59.525609,0.000003,-0.020586
282,go2_001,1449860000000,1776178072266593700,49.950,0.112151,-0.167239,1.039274,59.545990,-0.000032,-0.001921
283,go2_001,1449900000000,1776178072316556639,49.963,0.112150,-0.167239,1.039350,59.550357,-0.000030,0.001693
284,go2_001,1449960000000,1776178072366550324,49.994,0.112222,-0.167278,1.038766,59.516901,-0.000020,-0.016571
285,go2_001,1450020000000,1776178072416601258,50.051,0.112222,-0.167278,1.038248,59.487257,-0.000017,-0.022539
286,go2_001,1450060000000,1776178072466589115,49.988,0.112222,-0.167278,1.038635,59.509393,-0.000016,-0.000099
287,go2_001,1450120000000,1776178072516549447,49.960,0.112222,-0.167278,1.038876,59.523211,-0.000014,0.001227
288,go2_001,1450160000000,1776178072566591823,50.042,0.112201,-0.167273,1.039063,59.533909,-0.000029,0.005949
289,go2_001,1450220000000,1776178072616473064,49.881,0.112201,-0.167273,1.038858,59.522153,-0.000026,-0.001579
290,go2_001,1450260000000,1776178072666545518,50.072,0.112201,-0.167273,1.038921,59.525783,-0.000024,-0.000705
291,go2_001,1450320000000,1776178072716624615,50.079,0.112201,-0.167273,1.038859,59.522231,-0.000021,-0.014789
292,go2_001,1450360000000,1776178072766700339,50.076,0.112201,-0.167273,1.039283,59.546535,-0.000019,0.007699
293,go2_001,1450420000000,1776178072816797219,50.097,0.112201,-0.167273,1.039046,59.532927,-0.000016,0.000729
294,go2_001,1450460000000,1776178072866670568,49.873,0.112201,-0.167273,1.038783,59.517864,-0.000015,-0.005677
295,go2_001,1450520000000,1776178072916471387,49.801,0.112201,-0.167273,1.038732,59.514968,-0.000013,0.002893
296,go2_001,1450560000000,1776178072966587470,50.116,0.112201,-0.167273,1.038913,59.525350,-0.000012,0.006494
297,go2_001,1450600000000,1776178073016587369,50.000,0.112201,-0.167273,1.039164,59.539718,-0.000011,0.008120
298,go2_001,1450660000000,1776178073067139051,50.552,0.112201,-0.167273,1.038880,59.523460,-0.000009,-0.014625
299,go2_001,1450720000000,1776178073116656456,49.517,0.112201,-0.167273,1.038740,59.515397,-0.000008,-0.012214
300,go2_001,1450760000000,1776178073166566399,49.910,0.112201,-0.167273,1.038487,59.500942,-0.000007,-0.013144
301,go2_001,1450820000000,1776178073216507013,49.941,0.112201,-0.167273,1.039146,59.538698,-0.000006,0.011568
302,go2_001,1450860000000,1776178073266616185,50.109,0.112201,-0.167273,1.039285,59.546651,-0.000006,-0.001183
303,go2_001,1450900000000,1776178073316753651,50.137,0.112201,-0.167273,1.039660,59.568124,-0.000005,0.002107
304,go2_001,1450960000000,1776178073366582234,49.829,0.112201,-0.167273,1.039503,59.559126,-0.000004,-0.017549
305,go2_001,1451020000000,1776178073416565329,49.983,0.112201,-0.167273,1.039634,59.566633,-0.000004,-0.008731
306,go2_001,1451060000000,1776178073466601363,50.036,0.112201,-0.167273,1.038540,59.503983,-0.000003,-0.037050
307,go2_001,1451120000000,1776178073516474421,49.873,0.112201,-0.167273,1.037761,59.459340,-0.000003,-0.022150
308,go2_001,1451160000000,1776178073566575933,50.102,0.112201,-0.167273,1.037603,59.450264,-0.000002,-0.010763
309,go2_001,1451200000000,1776178073616595818,50.020,0.112205,-0.167277,1.037683,59.454867,-0.000004,-0.017327
310,go2_001,1451260000000,1776178073666572202,49.976,0.112205,-0.167277,1.039402,59.553374,-0.000004,0.018745
311,go2_001,1451315000000,1776178073716522098,49.950,0.112205,-0.167277,1.039187,59.541031,-0.000003,-0.008389
312,go2_001,1451355000000,1776178073766565991,50.044,0.112205,-0.167277,1.039586,59.563918,-0.000003,0.008538
313,go2_001,1451415000000,1776178073816562469,49.996,0.112205,-0.167277,1.039800,59.576141,-0.000002,0.006556
314,go2_001,1451455000000,1776178073866568617,50.006,0.112205,-0.167277,1.039262,59.545307,-0.000002,-0.014944
315,go2_001,1451495000000,1776178073916617076,50.048,0.112205,-0.167277,1.039300,59.547522,-0.000002,-0.006541
316,go2_001,1451555000000,1776178073966713434,50.096,0.112205,-0.167277,1.038756,59.516318,-0.000001,-0.018697
317,go2_001,1451595000000,1776178074017674451,50.961,0.112205,-0.167277,1.038419,59.497026,-0.000001,-0.024514
318,go2_001,1451655000000,1776178074066583640,48.909,0.112193,-0.167282,1.038193,59.484073,-0.000027,-0.016254
319,go2_001,1451695000000,1776178074116903673,50.320,0.112193,-0.167282,1.038188,59.483771,-0.000025,-0.020309
320,go2_001,1451735000000,1776178074166601901,49.698,0.112193,-0.167282,1.038809,59.519359,-0.000023,-0.004618
321,go2_001,1451780000000,1776178074216970785,50.369,0.112193,-0.167282,1.038797,59.518679,-0.000021,-0.002639
322,go2_001,1451840000000,1776178074266806257,49.835,0.112193,-0.167282,1.038755,59.516255,-0.000018,-0.008085
323,go2_001,1451900000000,1776178074316534932,49.729,0.112193,-0.167282,1.038768,59.517036,-0.000016,0.003589
324,go2_001,1451940000000,1776178074366617953,50.083,0.112193,-0.167282,1.038817,59.519838,-0.000015,-0.004011
325,go2_001,1452000000000,1776178074416533991,49.916,0.112193,-0.167282,1.039605,59.564979,-0.000013,-0.007322
326,go2_001,1452040000000,1776178074466583289,50.049,0.112193,-0.167282,1.038620,59.508565,-0.000011,-0.038563
327,go2_001,1452080000000,1776178074516562004,49.979,0.112193,-0.167282,1.038575,59.505978,-0.000010,-0.006084
328,go2_001,1452140000000,1776178074566582004,50.020,0.112192,-0.167282,1.037815,59.462420,-0.000009,-0.017998
329,go2_001,1452200000000,1776178074616614061,50.032,0.112192,-0.167282,1.038607,59.507785,-0.000008,0.005704
330,go2_001,1452240000000,1776178074666582195,49.968,0.112192,-0.167282,1.039042,59.532740,-0.000007,-0.002452
331,go2_001,1452300000000,1776178074716540038,49.958,0.112192,-0.167282,1.039258,59.545079,-0.000006,-0.001925
332,go2_001,1452340000000,1776178074766596736,50.057,0.112192,-0.167282,1.038951,59.527491,-0.000005,-0.013549
333,go2_001,1452400000000,1776178074816474278,49.878,0.112192,-0.167282,1.038487,59.500940,-0.000004,-0.010465
334,go2_001,1452440000000,1776178074866566436,50.092,0.112192,-0.167282,1.038816,59.519792,-0.000004,0.011435
335,go2_001,1452500000000,1776178074916544270,49.978,0.112192,-0.167282,1.038795,59.518576,-0.000003,-0.000078
336,go2_001,1452540000000,1776178074966550630,50.006,0.112192,-0.167282,1.039056,59.533513,-0.000003,0.000774
337,go2_001,1452600000000,1776178075016527496,49.977,0.112192,-0.167282,1.038928,59.526165,-0.000002,-0.005219
338,go2_001,1452640000000,1776178075067351572,50.824,0.112192,-0.167282,1.038719,59.514231,-0.000002,-0.014383
339,go2_001,1452680000000,1776178075116631136,49.280,0.112192,-0.167282,1.038712,59.513815,-0.000002,-0.013040
340,go2_001,1452735000000,1776178075166623734,49.993,0.112192,-0.167282,1.038582,59.506358,-0.000001,-0.003411
341,go2_001,1452775000000,1776178075216593798,49.970,0.112192,-0.167282,1.038808,59.519327,-0.000001,0.007066
342,go2_001,1452855000000,1776178075266554247,49.960,0.112192,-0.167282,1.039025,59.531723,-0.000001,0.004151
343,go2_001,1452895000000,1776178075316610904,50.057,0.112192,-0.167282,1.038923,59.525900,-0.000000,0.001425
344,go2_001,1452935000000,1776178075366653402,50.042,0.112192,-0.167282,1.038539,59.503920,-0.000000,-0.012665
345,go2_001,1452995000000,1776178075416520592,49.867,0.112192,-0.167282,1.038678,59.511842,-0.000000,-0.002532
346,go2_001,1453035000000,1776178075466590670,50.070,0.112192,-0.167282,1.038748,59.515868,0.000000,-0.008447
347,go2_001,1453075000000,1776178075516575063,49.984,0.112192,-0.167282,1.038824,59.520242,0.000000,-0.013234
348,go2_001,1453155000000,1776178075566556908,49.982,0.112192,-0.167282,1.038688,59.512451,0.000000,-0.011840
349,go2_001,1453195000000,1776178075616591832,50.035,0.112192,-0.167282,1.038335,59.492208,0.000000,-0.009963
350,go2_001,1453235000000,1776178075666558553,49.967,0.112192,-0.167282,1.038060,59.476460,0.000000,-0.014884
351,go2_001,1453275000000,1776178075716564619,50.006,0.112192,-0.167282,1.038412,59.496617,0.000001,-0.000428
352,go2_001,1453335000000,1776178075766543908,49.979,0.112192,-0.167282,1.038851,59.521763,0.000001,0.002031
353,go2_001,1453375000000,1776178075816578830,50.035,0.112192,-0.167282,1.038621,59.508618,0.000001,-0.009473
354,go2_001,1453455000000,1776178075866579494,50.001,0.112192,-0.167282,1.037987,59.472271,0.000001,-0.026719
355,go2_001,1453495000000,1776178075916521680,49.942,0.112192,-0.167282,1.038328,59.491792,0.000001,-0.009956
356,go2_001,1453535000000,1776178075966570867,50.049,0.112192,-0.167282,1.038935,59.526611,0.000001,0.005125
357,go2_001,1453595000000,1776178076016443888,49.873,0.112192,-0.167282,1.039000,59.530328,0.000001,-0.002065
358,go2_001,1453635000000,1776178076066586524,50.143,0.112192,-0.167282,1.038557,59.504919,0.000001,-0.018295
359,go2_001,1453675000000,1776178076116574002,49.987,0.112192,-0.167282,1.038486,59.500867,0.000001,-0.008563
360,go2_001,1453735000000,1776178076166563688,49.990,0.112192,-0.167282,1.038269,59.488407,0.000001,-0.017242
361,go2_001,1453795000000,1776178076216637310,50.074,0.112192,-0.167282,1.038013,59.473746,0.000001,-0.022733
362,go2_001,1453835000000,1776178076266581731,49.944,0.112192,-0.167282,1.037836,59.463612,0.000001,-0.018573
363,go2_001,1453895000000,1776178076316465437,49.884,0.112192,-0.167282,1.038035,59.475018,0.000001,-0.004844
364,go2_001,1453935000000,1776178076366568922,50.103,0.112192,-0.167282,1.038223,59.485796,0.000001,-0.000825
365,go2_001,1453975000000,1776178076416638670,50.070,0.112192,-0.167282,1.038279,59.489004,0.000001,-0.005020
366,go2_001,1454035000000,1776178076466593942,49.955,0.112192,-0.167282,1.038734,59.515062,0.000001,0.001339
367,go2_001,1454095000000,1776178076516577389,49.983,0.112192,-0.167282,1.038859,59.522219,0.000001,-0.001061
368,go2_001,1454155000000,1776178076566498302,49.921,0.112192,-0.167282,1.038449,59.498759,0.000001,-0.020202
369,go2_001,1454195000000,1776178076616517363,50.019,0.112192,-0.167282,1.038462,59.499489,0.000001,-0.008309
370,go2_001,1454235000000,1776178076666622947,50.106,0.112192,-0.167282,1.038446,59.498588,0.000001,-0.004930
371,go2_001,1454275000000,1776178076716631523,50.009,0.112192,-0.167282,1.038029,59.474697,0.000001,-0.019411
372,go2_001,1454335000000,1776178076766582370,49.951,0.112192,-0.167282,1.037816,59.462486,0.000001,-0.011224
373,go2_001,1454375000000,1776178076816584339,50.002,0.112192,-0.167282,1.037982,59.471967,0.000001,-0.006285
374,go2_001,1454455000000,1776178076866585974,50.002,0.112192,-0.167282,1.038041,59.475396,0.000001,-0.011726
375,go2_001,1454495000000,1776178076916599217,50.013,0.112192,-0.167282,1.038013,59.473769,0.000001,-0.020210
376,go2_001,1454535000000,1776178076966548540,49.949,0.112192,-0.167282,1.038369,59.494155,0.000001,-0.002258
377,go2_001,1454575000000,1776178077016649669,50.101,0.112192,-0.167282,1.038354,59.493296,0.000001,-0.006828
378,go2_001,1454635000000,1776178077066736474,50.087,0.112192,-0.167282,1.038525,59.503104,0.000001,0.004488
379,go2_001,1454675000000,1776178077116592922,49.856,0.112192,-0.167282,1.038292,59.489743,0.000001,-0.003589
380,go2_001,1454755000000,1776178077166574964,49.982,0.112192,-0.167282,1.038120,59.479888,0.000001,-0.008799
381,go2_001,1454795000000,1776178077216593668,50.019,0.112192,-0.167282,1.038374,59.494475,0.000001,0.008269
382,go2_001,1454835000000,1776178077266565778,49.972,0.112192,-0.167282,1.038108,59.479218,0.000001,-0.007213
383,go2_001,1454875000000,1776178077316604267,50.038,0.112192,-0.167282,1.038469,59.499884,0.000001,0.008805
384,go2_001,1454935000000,1776178077366566819,49.963,0.112192,-0.167282,1.038448,59.498701,0.000001,0.002376
385,go2_001,1454975000000,1776178077416573993,50.007,0.112192,-0.167282,1.038608,59.507881,0.000001,0.003343
386,go2_001,1455055000000,1776178077466603012,50.029,0.112192,-0.167282,1.038453,59.498975,0.000001,-0.005405
387,go2_001,1455095000000,1776178077516566588,49.964,0.112192,-0.167282,1.038103,59.478939,0.000001,-0.020106
388,go2_001,1455135000000,1776178077566585671,50.019,0.112192,-0.167282,1.038527,59.503204,0.000001,0.006786
389,go2_001,1455195000000,1776178077616492153,49.906,0.112192,-0.167282,1.038176,59.483088,0.000001,-0.004590
390,go2_001,1455235000000,1776178077666561409,50.069,0.112192,-0.167282,1.038069,59.476988,0.000001,-0.013773
391,go2_001,1455275000000,1776178077716570812,50.009,0.112192,-0.167282,1.038145,59.481329,0.000001,-0.013878
392,go2_001,1455335000000,1776178077766565049,49.994,0.112192,-0.167282,1.038285,59.489361,0.000000,-0.004831
393,go2_001,1455395000000,1776178077816607793,50.043,0.112192,-0.167282,1.037549,59.447161,0.000000,-0.017859
394,go2_001,1455455000000,1776178077866506592,49.899,0.112192,-0.167282,1.037533,59.446235,0.000000,-0.016974
395,go2_001,1455495000000,1776178077916551202,50.045,0.112192,-0.167282,1.037990,59.472433,0.000000,0.009445
396,go2_001,1455535000000,1776178077966581144,50.030,0.112192,-0.167282,1.037890,59.466743,0.000000,-0.003087
397,go2_001,1455595000000,1776178078016844878,50.264,0.112192,-0.167282,1.038715,59.513979,0.000000,0.002147
398,go2_001,1455635000000,1776178078066584851,49.740,0.112192,-0.167282,1.038442,59.498362,0.000000,-0.015657
399,go2_001,1455675000000,1776178078116571862,49.987,0.112192,-0.167282,1.038210,59.485065,0.000000,-0.013942
400,go2_001,1455755000000,1776178078166502414,49.931,0.112192,-0.167282,1.037886,59.466481,0.000000,-0.011523
401,go2_001,1455795000000,1776178078216570349,50.068,0.112192,-0.167282,1.037712,59.456521,0.000002,-0.019562
402,go2_001,1455835000000,1776178078266580355,50.010,0.112192,-0.167282,1.038084,59.477837,0.000002,-0.012371
403,go2_001,1455895000000,1776178078316713720,50.133,0.112192,-0.167282,1.038399,59.495869,0.000001,-0.003210
404,go2_001,1455935000000,1776178078366581075,49.867,0.112192,-0.167282,1.037848,59.464334,0.000001,-0.020880
405,go2_001,1455970000000,1776178078416581569,50.000,0.112192,-0.167282,1.038017,59.473988,0.000001,-0.009519
406,go2_001,1456055000000,1776178078466581031,49.999,0.112192,-0.167282,1.038102,59.478842,0.000001,-0.000953
407,go2_001,1456090000000,1776178078516589766,50.009,0.112192,-0.167282,1.038221,59.485698,0.000001,0.004687
408,go2_001,1456155000000,1776178078566546158,49.956,0.112192,-0.167282,1.038456,59.499128,0.000001,0.002671
409,go2_001,1456195000000,1776178078616579248,50.033,0.112192,-0.167282,1.037988,59.472334,0.000001,-0.015028
410,go2_001,1456235000000,1776178078666546376,49.967,0.112192,-0.167282,1.038246,59.487128,0.000001,-0.004399
411,go2_001,1456270000000,1776178078716567336,50.021,0.112192,-0.167282,1.038157,59.482006,0.000001,-0.002856
412,go2_001,1456330000000,1776178078766547290,49.980,0.112192,-0.167282,1.038190,59.483885,0.000001,0.002177
413,go2_001,1456390000000,1776178078816594001,50.047,0.112192,-0.167282,1.037707,59.456259,0.000001,-0.008598
414,go2_001,1456450000000,1776178078866520370,49.926,0.112192,-0.167282,1.037555,59.447546,0.000001,-0.018583
415,go2_001,1456490000000,1776178078916578446,50.058,0.112192,-0.167282,1.037871,59.465650,0.000001,-0.009694
416,go2_001,1456550000000,1776178078966479525,49.901,0.112192,-0.167282,1.038046,59.475628,0.000000,-0.018404
417,go2_001,1456570000000,1776178079016576222,50.097,0.112192,-0.167282,1.038508,59.502108,0.000000,0.004041
418,go2_001,1456630000000,1776178079067032271,50.456,0.112192,-0.167282,1.037782,59.460538,0.000000,-0.021997
419,go2_001,1456670000000,1776178079116570356,49.538,0.112192,-0.167282,1.037951,59.470217,0.000000,-0.006739
420,go2_001,1456750000000,1776178079166548263,49.978,0.112192,-0.167282,1.038111,59.479381,0.000000,-0.001067
421,go2_001,1456790000000,1776178079216542723,49.994,0.112192,-0.167282,1.037799,59.461521,0.000000,-0.018428
422,go2_001,1456850000000,1776178079266456444,49.914,0.112192,-0.167282,1.037930,59.469021,0.000000,-0.003719
423,go2_001,1456870000000,1776178079316589398,50.133,0.112192,-0.167282,1.037768,59.459744,0.000000,-0.008146
424,go2_001,1456930000000,1776178079366550768,49.961,0.112192,-0.167282,1.038190,59.483915,0.000000,0.001559
425,go2_001,1456970000000,1776178079416640351,50.090,0.112192,-0.167282,1.038072,59.477138,0.000000,-0.009795
426,go2_001,1457050000000,1776178079466504302,49.864,0.112192,-0.167282,1.037647,59.452814,0.000000,-0.016685
427,go2_001,1457090000000,1776178079516584932,50.081,0.112192,-0.167282,1.037947,59.470008,0.000000,0.001438
428,go2_001,1457150000000,1776178079566534239,49.949,0.112192,-0.167282,1.037861,59.465034,0.000000,-0.001981
429,go2_001,1457190000000,1776178079616568880,50.035,0.112192,-0.167282,1.037444,59.441179,0.000000,-0.027912
430,go2_001,1457230000000,1776178079666545445,49.977,0.112192,-0.167282,1.037997,59.472839,0.000000,-0.004284
431,go2_001,1457270000000,1776178079716575285,50.030,0.112192,-0.167282,1.038123,59.480080,0.000000,0.001709
432,go2_001,1457330000000,1776178079766545723,49.970,0.112192,-0.167282,1.038531,59.503435,0.000000,0.008090
433,go2_001,1457390000000,1776178079816555026,50.009,0.112192,-0.167282,1.037706,59.456175,0.000000,-0.025621
434,go2_001,1457450000000,1776178079866573697,50.019,0.112192,-0.167282,1.037456,59.441834,0.000000,-0.019239
435,go2_001,1457490000000,1776178079916543879,49.970,0.112192,-0.167282,1.037680,59.454708,0.000000,-0.005531
436,go2_001,1457530000000,1776178079966576400,50.033,0.112192,-0.167282,1.037958,59.470623,0.000000,0.004210
437,go2_001,1457570000000,1776178080016629840,50.053,0.112192,-0.167282,1.037806,59.461886,0.000000,-0.006808
438,go2_001,1457630000000,1776178080066600197,49.970,0.112192,-0.167282,1.037733,59.457722,0.000000,-0.011611
439,go2_001,1457690000000,1776178080116549715,49.950,0.112192,-0.167282,1.037788,59.460862,0.000000,-0.004741
440,go2_001,1457730000000,1776178080166555677,50.006,0.112192,-0.167282,1.037845,59.464146,0.000000,-0.003769
441,go2_001,1457790000000,1776178080216573893,50.018,0.112192,-0.167282,1.038043,59.475498,0.000000,-0.002811
442,go2_001,1457850000000,1776178080266486774,49.913,0.112192,-0.167282,1.037902,59.467409,0.000000,-0.017658
443,go2_001,1457890000000,1776178080316571305,50.085,0.112192,-0.167282,1.038100,59.478759,0.000000,-0.009356
444,go2_001,1457930000000,1776178080366542767,49.971,0.112192,-0.167282,1.038321,59.491415,0.000000,-0.001282
445,go2_001,1457970000000,1776178080416613489,50.071,0.112192,-0.167282,1.037765,59.459566,0.000000,-0.013460
446,go2_001,1458050000000,1776178080466594432,49.981,0.112192,-0.167282,1.037626,59.451590,0.000000,-0.007078
447,go2_001,1458090000000,1776178080516579277,49.985,0.112192,-0.167282,1.037642,59.452479,0.000000,-0.004033
448,go2_001,1458150000000,1776178080566508904,49.930,0.112192,-0.167282,1.038102,59.478858,0.000000,0.004011
449,go2_001,1458190000000,1776178080616572971,50.064,0.112192,-0.167282,1.038220,59.485596,0.000000,0.007348
450,go2_001,1458230000000,1776178080666575118,50.002,0.112192,-0.167282,1.037969,59.471266,0.000000,-0.004041
451,go2_001,1458270000000,1776178080716553980,49.979,0.112192,-0.167282,1.038009,59.473539,0.000000,0.002082
452,go2_001,1458350000000,1776178080766563873,50.010,0.112192,-0.167282,1.037722,59.457072,0.000000,-0.005216
453,go2_001,1458390000000,1776178080816655155,50.091,0.112192,-0.167281,1.037820,59.462677,0.000001,-0.007648
454,go2_001,1458450000000,1776178080866505752,49.851,0.112192,-0.167281,1.037786,59.460746,0.000001,-0.010213
455,go2_001,1458490000000,1776178080916561217,50.055,0.112192,-0.167281,1.037837,59.463670,0.000001,-0.003003
456,go2_001,1458550000000,1776178080966766334,50.205,0.112192,-0.167281,1.037926,59.468776,0.000001,-0.001272
457,go2_001,1458590000000,1776178081016592725,49.826,0.112192,-0.167281,1.037736,59.457902,0.000001,-0.005178
458,go2_001,1458630000000,1776178081066566063,49.973,0.112192,-0.167281,1.037593,59.449672,0.000001,-0.006446
459,go2_001,1458670000000,1776178081116555423,49.989,0.112192,-0.167281,1.037577,59.448778,0.000001,-0.006479
460,go2_001,1458750000000,1776178081166526021,49.971,0.112192,-0.167281,1.038010,59.473611,0.000001,0.007824
461,go2_001,1458790000000,1776178081216577206,50.051,0.112192,-0.167281,1.038400,59.495965,0.000001,0.013239
462,go2_001,1458850000000,1776178081266526064,49.949,0.112192,-0.167281,1.038566,59.505438,0.000001,0.012450
463,go2_001,1458890000000,1776178081316556797,50.031,0.112192,-0.167281,1.037783,59.460577,0.000000,-0.020042
464,go2_001,1458930000000,1776178081366550181,49.993,0.112192,-0.167281,1.038039,59.475269,0.000000,0.002429
465,go2_001,1458970000000,1776178081416916657,50.366,0.112192,-0.167281,1.038156,59.481945,0.000000,0.006857
466,go2_001,1459050000000,1776178081466555601,49.639,0.112195,-0.167280,1.038130,59.480479,0.000006,0.006229
467,go2_001,1459090000000,1776178081516584808,50.029,0.112195,-0.167280,1.037663,59.453710,0.000006,-0.015512
468,go2_001,1459150000000,1776178081566513773,49.929,0.112195,-0.167280,1.037782,59.460528,0.000005,-0.002798
469,go2_001,1459190000000,1776178081616647214,50.133,0.112195,-0.167280,1.037802,59.461692,0.000005,-0.007030
470,go2_001,1459230000000,1776178081666592112,49.945,0.112198,-0.167270,1.037557,59.447635,0.000030,-0.012442
471,go2_001,1459270000000,1776178081716653032,50.061,0.112198,-0.167270,1.037411,59.439292,0.000027,-0.009922
472,go2_001,1459350000000,1776178081766533726,49.881,0.112198,-0.167270,1.037367,59.436738,0.000023,-0.005897
473,go2_001,1459390000000,1776178081816749725,50.216,0.112198,-0.167270,1.037426,59.440121,0.000021,-0.012089
474,go2_001,1459450000000,1776178081866543786,49.794,0.112198,-0.167270,1.038000,59.473030,0.000019,0.002825
475,go2_001,1459490000000,1776178081916621831,50.078,0.112198,-0.167270,1.037814,59.462386,0.000017,-0.013121
476,go2_001,1459530000000,1776178081966572558,49.951,0.112198,-0.167270,1.037790,59.461005,0.000016,-0.010377
477,go2_001,1459590000000,1776178082016865017,50.292,0.112198,-0.167270,1.037786,59.460777,0.000014,-0.004098
478,go2_001,1459630000000,1776178082066696485,49.831,0.112198,-0.167270,1.037393,59.438250,0.000012,-0.021724
479,go2_001,1459690000000,1776178082116551140,49.855,0.112198,-0.167270,1.037337,59.435042,0.000011,-0.014117
480,go2_001,1459745000000,1776178082166890552,50.339,0.112198,-0.167270,1.037551,59.447277,0.000009,-0.010205
481,go2_001,1459785000000,1776178082216635133,49.745,0.112198,-0.167270,1.037600,59.450112,0.000009,-0.002776
